rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,rank_inj,home_rank,roster_rank,runs_per_game,runs_conceded_per_game,runs_margin,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
159,Fresno State,Fresno State,-2.06274306697061,2.51039831791958,0.447655250948968,-11.1032862127352,-3.93379243142292,219,110,70.0252139,107,156,175,161,0.375,0.375,0,9,9,11,14,#EAF2F9,#FFF1DF,#FFFDFC,#CFE4D9,#E8E3BC,Fresno State performs at a similar level against both good and bad teams.,Fresno State performs at a similar level regardless of the pace of the game.
160,Bowling Green,Bowling Green 📉💥,-3.22160395261972,3.56729061698393,0.345686664364214,-38.1835574263507,-60.9127164561929,241,90,69.8197711,120,157,219,144,0.625,0.458333333333333,0.166666666666667,15,11,13,11,#DEEBF5,#FFEBD2,#FFFEFC,#72A0C4,#8DB5C4,Bowling Green plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Bowling Green plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
161,New Mexico State,New Mexico State,1.85983434883661,-1.55588672974295,0.303947619093657,48.1742330859964,-11.3796570561588,135,203,67.4911358,257,159,212,145,0.454545454545455,0.681818181818182,-0.227272727272727,10,15,9,13,#FFF5EA,#EDF4FA,#FFFEFD,#DB4A64,#DCDDBD,New Mexico State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,New Mexico State performs at a similar level regardless of the pace of the game.
162,Tulane,Tulane,-1.00907030774607,1.18301581422904,0.173945506482972,-26.1761633060322,-48.1916868192694,191,143,68.555530055,197,162,356,134,0.458333333333333,0.25,0.208333333333333,11,6,14,10,#F4F8FC,#FFF8F0,#FFFEFD,#90C0D0,#A1BFC2,Tulane plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Tulane plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
163,Loyola Marymount,Loyola Marymount 🤕,-1.7565975133343,1.89252786112351,0.135930347789207,-59.3669372974641,-75.1530926598431,204,127,68.7932674985,181,171,161,141,0.481481481481481,0.481481481481481,0,13,13,12,15,#EDF4F9,#FFF4E7,#FFFEFE,#3569AE,#76A9C6,Loyola Marymount plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Loyola Marymount plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
164,Merrimack,Merrimack 🔥,-2.58251517108043,2.68228046278728,0.099765291706853,-37.5482022957578,-47.787260053591,229,107,65.37764765,350,163,200,215,0.444444444444444,0.407407407407407,0.037037037037037,12,11,18,9,#E5EFF7,#FFF0DD,#FFFEFE,#74A2C5,#A2BFC2,Merrimack plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Merrimack plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
165,Fordham,Fordham,-2.72813820268949,2.82227677544707,0.0941385727575805,30.9722972456265,14.5582097079843,233,106,65.8799061,331,164,354,166,0.260869565217391,0.347826086956522,-0.0869565217391304,6,8,11,12,#E3EEF7,#FFEFDB,#FFFEFE,#F48A8D,#F1D6AC,Fordham plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Fordham performs at a similar level regardless of the pace of the game.
166,South Alabama,South Alabama 🔒,-0.444679576603019,0.212710132652466,-0.231969443950554,38.8698211326809,60.0857263981935,179,167,66.2424173,321,165,221,183,0.6,0.36,0.24,15,9,17,8,#FAFCFD,#FFFDFC,#FDFEFE,#E96D7A,#FBA17C,South Alabama plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,South Alabama plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
167,Samford,Samford 🔥,1.50354098473224,-1.75540046343482,-0.251859478702582,26.5695155094658,-3.28314214536898,143,208,68.44253829,204,166,171,189,0.44,0.56,-0.12,11,14,13,12,#FFF7EE,#EBF2F9,#FDFEFE,#FB9A97,#E9E4BC,Samford plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Samford performs at a similar level regardless of the pace of the game.
168,College of Charleston,College of Charleston,-1.55662234192468,1.27534208065807,-0.281280261266609,-6.17556592200274,16.9148992553481,197,141,69.663336,130,167,313,173,0.461538461538462,0.461538461538462,0,12,12,16,10,#EFF5FA,#FFF7EF,#FDFEFE,#E4F0DC,#F2D3AA,College of Charleston performs at a similar level against both good and bad teams.,College of Charleston performs at a similar level regardless of the pace of the game.
169,Kennesaw State,Kennesaw State 🤕,1.65742502303846,-1.95565972642149,-0.298234703383035,49.8442692219896,35.0402816539203,139,219,72.23564715,23,179,104,167,0.545454545454545,0.409090909090909,0.136363636363636,12,9,11,11,#FFF6EC,#E9F1F8,#FDFDFE,#D64561,#F6BE96,Kennesaw State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Kennesaw State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
170,Oakland,Oakland 🥶💥,4.9522335875494,-5.26154688534658,-0.309313297797176,26.8727145887328,0.599147600923202,83,291,70.70950955,70,168,264,149,0.269230769230769,0.346153846153846,-0.0769230769230769,7,9,13,13,#FFE6C8,#C4DAEE,#FDFDFE,#FA9996,#EFE6BB,Oakland plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Oakland performs at a similar level regardless of the pace of the game.
171,Marshall,Marshall,2.18661001735306,-2.4971607891079,-0.31055077175484,-24.8943634252864,-52.531486630541,127,230,70.64141405,75,169,149,158,0.5,0.538461538461538,-0.0384615384615384,13,14,16,10,#FFF4E6,#E3EDF6,#FDFDFE,#93C4D2,#9ABBC3,Marshall plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Marshall plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
172,Toledo,Toledo 🔒,3.14739727077353,-3.6956154356188,-0.548218164845268,-8.77728903883479,-1.19974196466497,112,262,70.07737335,100,170,302,153,0.458333333333333,0.583333333333333,-0.125,11,14,11,13,#FFEFDC,#D6E5F3,#FBFDFE,#D9EADB,#EDE6BC,Toledo performs at a similar level against both good and bad teams.,Toledo performs at a similar level regardless of the pace of the game.
173,Siena,Siena,-0.215871832493823,-0.350740528023969,-0.566612360517792,-6.69053606089212,-33.1504574884231,168,175,66.48323905,313,173,289,160,0.407407407407407,0.444444444444444,-0.037037037037037,11,12,18,9,#FCFDFE,#FBFCFD,#FBFDFE,#E2EFDC,#B9CBC0,Siena performs at a similar level against both good and bad teams.,Siena plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
174,Marist,Marist 🥶,-6.67845300904067,5.90585108143813,-0.772601927602532,-37.7105107482662,36.1393609810525,307,52,67.5756516,254,172,12,175,0.52,0.44,0.08,13,11,15,10,#BCD5EB,#FFDEB5,#FAFCFD,#74A2C5,#F6BD95,Marist plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Marist plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
175,Massachusetts,Massachusetts,0.697718658055238,-1.84152281708754,-1.1438041590323,58.4648428536097,17.7305089967056,155,214,71.5817993,33,174,245,138,0.384615384615385,0.269230769230769,0.115384615384615,10,7,14,12,#FFFBF7,#EAF2F9,#F8FAFD,#BB2951,#F2D2A9,Massachusetts plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Massachusetts performs at a similar level regardless of the pace of the game.
176,Robert Morris,Robert Morris 🔥,1.4972885097351,-2.86615631895622,-1.36886780922112,16.5855845016659,-22.4856546123415,144,239,66.50208715,312,175,51,171,0.461538461538462,0.576923076923077,-0.115384615384615,12,15,16,10,#FFF7EE,#DFEBF5,#F7FAFC,#FFC0B2,#CBD4BF,Robert Morris plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Robert Morris performs at a similar level regardless of the pace of the game.
177,Monmouth,Monmouth,-2.69595472377007,1.23722114891597,-1.4587335748541,33.453325447791,66.1953422181106,232,142,68.518477955,202,176,358,159,0.36,0.6,-0.24,9,15,13,12,#E4EEF7,#FFF8EF,#F6F9FC,#F18187,#FC9A75,Monmouth plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Monmouth plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
178,Cal State Northridge,Cal State Northridge 🔥,-0.437773162334618,-1.13370166785071,-1.57147483018533,53.5217815150843,-41.4258322921439,178,193,74.1061575,4,177,29,204,0.583333333333333,0.541666666666667,0.0416666666666667,14,13,14,10,#FAFCFD,#F2F7FB,#F6F9FC,#CB395A,#ACC5C1,Cal State Northridge plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Cal State Northridge plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
179,Oregon State,Oregon State,-0.668101950940971,-1.00106002058603,-1.669161971527,-15.6299340652356,-21.4618262772815,183,188,66.4134203,319,178,164,151,0.357142857142857,0.571428571428571,-0.214285714285714,10,16,14,14,#F8FAFD,#F3F8FB,#F5F9FC,#BBDAD7,#CCD5BE,Oregon State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Oregon State performs at a similar level regardless of the pace of the game.
180,Penn,Penn 🔒,-1.93762505963978,0.147747745975244,-1.78987731366453,-12.9615278399191,25.4742509406515,216,168,70.2045378,96,185,283,206,0.454545454545455,0.409090909090909,0.0454545454545454,10,9,12,10,#EBF3F9,#FFFEFD,#F4F8FC,#C7E0D8,#F4C9A1,Penn performs at a similar level against both good and bad teams.,Penn plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
181,Central Arkansas,Central Arkansas 📈,-1.7545408349561,-0.0662891681997353,-1.82083000315584,-38.7214529946877,10.2831581889946,203,170,69.71770465,127,180,30,234,0.68,0.72,-0.0399999999999999,17,18,15,10,#EDF4F9,#FEFEFE,#F4F8FC,#719FC4,#F1DBB1,Central Arkansas plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Central Arkansas performs at a similar level regardless of the pace of the game.
182,Quinnipiac,Quinnipiac,-3.48685752505007,1.61292525475933,-1.87393227029074,4.74137568496557,-4.45385958647953,247,132,70.88057635,63,181,365,187,0.444444444444444,0.259259259259259,0.185185185185185,12,7,17,10,#DCE9F4,#FFF6EA,#F4F8FB,#FFEDD2,#E7E3BC,Quinnipiac performs at a similar level against both good and bad teams.,Quinnipiac performs at a similar level regardless of the pace of the game.
183,Montana,Montana,-1.82013790585471,-0.0750110936560247,-1.89514899951073,-12.4970822543637,-40.9118323591266,209,171,70.3377792,86,182,317,197,0.5,0.363636363636364,0.136363636363636,11,8,11,11,#ECF3F9,#FEFEFE,#F4F8FB,#C9E1D9,#ADC5C1,Montana performs at a similar level against both good and bad teams.,Montana plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
184,Middle Tennessee,Middle Tennessee,-0.926080944055203,-1.00826353433367,-1.93434447838888,47.7628231254051,-10.6262772846185,189,189,67.26428475,271,183,187,198,0.409090909090909,0.545454545454545,-0.136363636363636,9,12,9,13,#F5F9FC,#F3F8FB,#F4F8FB,#DC4B64,#DDDEBD,Middle Tennessee plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Middle Tennessee performs at a similar level regardless of the pace of the game.
